split,line_number,generation_id,source_strategy,source_ledger,target_tg_c,target_window_c,predicted_tg_mean_c,predicted_tg_sigma_c,ood_penalty,target_distance_c,generation_reward,candidate_smiles,candidate_ratios,principle_hypothesis,functional_group_plan,compatibility_reasons,source_candidate_json,user_prompt,rag_context_refs,rag_context_digest,prompt_length,rag_ref_count,rag_digest_length,feature_index,generated_condition_index,source_condition_feature_index,projection_distance
train,48,rule_template_7864dfceef72,rule_template,artifacts/trail/generation/rule_template_records/generation_record_ledger.csv,195.0,5.0,195.0932308892783,0.0,0.0,0.0932308892782884,0.9815265866529594,CC(C)(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1|Nc1ccc(-c2ccc(N)c(C(F)(F)F)c2)c(C(F)(F)F)c1,0.50000:0.50000,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;epoxy;ether + aromatic;primary_amine,环氧-伯胺开环固化。,"{'groups_a': 'aromatic;epoxy;ether', 'groups_b': 'aromatic;primary_amine', 'in_target_range': True, 'ratio_a': 0.5, 'ratio_b': 0.5, 'smiles_a': 'CC(C)(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1', 'smiles_b': 'Nc1ccc(-c2ccc(N)c(C(F)(F)F)c2)c(C(F)(F)F)c1', 'source_row_index': 45, 'source_target_distance_c': 0.0932308892782884}","Target Tg: 195.0 C
Target window: +/-5.0 C
Representation: single small-molecule SMILES / MoleCode only.
Return one auditable generation_record JSON. It must pass RDKit, ratio, prediction, target, and chemistry gates before recommendation.
RAG refs: artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py
RAG digest: Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.
Source context: selected_candidate_space_rule_template",artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,506,2,106,47,10,11,3.495317220687866
train,50,rule_template_b32e3fa02aed,rule_template,artifacts/trail/generation/rule_template_records/generation_record_ledger.csv,195.0,5.0,194.90582456343512,0.0,0.0,0.0941754365648819,0.9813411845107912,CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1|Nc1ccc(Oc2ccc(N)cc2)cc1,0.20000:0.80000,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,anhydride;aromatic;ester;ether + aromatic;ether;primary_amine,酸酐-胺形成聚酰胺酸/聚酰亚胺前体。,"{'groups_a': 'anhydride;aromatic;ester;ether', 'groups_b': 'aromatic;ether;primary_amine', 'in_target_range': True, 'ratio_a': 0.2, 'ratio_b': 0.8, 'smiles_a': 'CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1', 'smiles_b': 'Nc1ccc(Oc2ccc(N)cc2)cc1', 'source_row_index': 47, 'source_target_distance_c': 0.0941754365648819}","Target Tg: 195.0 C
Target window: +/-5.0 C
Representation: single small-molecule SMILES / MoleCode only.
Return one auditable generation_record JSON. It must pass RDKit, ratio, prediction, target, and chemistry gates before recommendation.
RAG refs: artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py
RAG digest: Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.
Source context: selected_candidate_space_rule_template",artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,506,2,106,49,11,12,3.4906933307647705
train,25,rule_template_12ccda51192f,rule_template,artifacts/trail/generation/rule_template_records/generation_record_ledger.csv,195.0,5.0,195.05442759522305,0.0,0.0,0.0544275952230464,0.9891735138225264,CC(C)(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1|O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,0.70000:0.30000,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;epoxy;ether + anhydride;aromatic;ester;ether,环氧-酸酐固化，常需催化剂。,"{'groups_a': 'aromatic;epoxy;ether', 'groups_b': 'anhydride;aromatic;ester;ether', 'in_target_range': True, 'ratio_a': 0.7, 'ratio_b': 0.3, 'smiles_a': 'CC(C)(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1', 'smiles_b': 'O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21', 'source_row_index': 22, 'source_target_distance_c': 0.0544275952230464}","Target Tg: 195.0 C
Target window: +/-5.0 C
Representation: single small-molecule SMILES / MoleCode only.
Return one auditable generation_record JSON. It must pass RDKit, ratio, prediction, target, and chemistry gates before recommendation.
RAG refs: artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py
RAG digest: Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.
Source context: selected_candidate_space_rule_template",artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,506,2,106,24,12,13,3.459444999694824
train,6,rule_template_15dac2dafc43,rule_template,artifacts/trail/generation/rule_template_records/generation_record_ledger.csv,195.0,5.0,195.0074809970216,0.0,0.0,0.0074809970215881,0.9985049193439848,C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1|CC1(C)CC(CN)CC(C)(N)C1,0.70000:0.30000,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;epoxy;ether;vinyl + primary_amine,环氧-伯胺开环固化。,"{'groups_a': 'aromatic;epoxy;ether;vinyl', 'groups_b': 'primary_amine', 'in_target_range': True, 'ratio_a': 0.7, 'ratio_b': 0.3, 'smiles_a': 'C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1', 'smiles_b': 'CC1(C)CC(CN)CC(C)(N)C1', 'source_row_index': 3, 'source_target_distance_c': 0.0074809970215881}","Target Tg: 195.0 C
Target window: +/-5.0 C
Representation: single small-molecule SMILES / MoleCode only.
Return one auditable generation_record JSON. It must pass RDKit, ratio, prediction, target, and chemistry gates before recommendation.
RAG refs: artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py
RAG digest: Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.
Source context: selected_candidate_space_rule_template",artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,506,2,106,5,13,14,3.6485660076141357
train,15,rule_template_934912cb209c,rule_template,artifacts/trail/generation/rule_template_records/generation_record_ledger.csv,195.0,5.0,194.95952419286985,0.0,0.0,0.04047580713015,0.9919375161570052,CC(C)(COCC1CO1)COCC1CO1|Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1,0.15000:0.85000,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,epoxy;ether + aromatic;ether;primary_amine,环氧-伯胺开环固化。,"{'groups_a': 'epoxy;ether', 'groups_b': 'aromatic;ether;primary_amine', 'in_target_range': True, 'ratio_a': 0.15, 'ratio_b': 0.85, 'smiles_a': 'CC(C)(COCC1CO1)COCC1CO1', 'smiles_b': 'Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1', 'source_row_index': 12, 'source_target_distance_c': 0.0404758071301785}","Target Tg: 195.0 C
Target window: +/-5.0 C
Representation: single small-molecule SMILES / MoleCode only.
Return one auditable generation_record JSON. It must pass RDKit, ratio, prediction, target, and chemistry gates before recommendation.
RAG refs: artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py
RAG digest: Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.
Source context: selected_candidate_space_rule_template",artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,506,2,106,14,14,15,3.751352548599243
train,8,rule_template_27fddd713fb8,rule_template,artifacts/trail/generation/rule_template_records/generation_record_ledger.csv,195.0,5.0,195.02246564460987,0.0,0.0,0.0224656446098663,0.9955169500807116,Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1|CC(C)(c1ccc(OC#N)cc1)c1ccc(OC#N)cc1,0.80000:0.20000,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;ether;primary_amine + aromatic;cyanate_ester;ether;nitrile,氰酸酯-胺共反应。,"{'groups_a': 'aromatic;ether;primary_amine', 'groups_b': 'aromatic;cyanate_ester;ether;nitrile', 'in_target_range': True, 'ratio_a': 0.8, 'ratio_b': 0.1999999999999999, 'smiles_a': 'Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1', 'smiles_b': 'CC(C)(c1ccc(OC#N)cc1)c1ccc(OC#N)cc1', 'source_row_index': 5, 'source_target_distance_c': 0.0224656446098663}","Target Tg: 195.0 C
Target window: +/-5.0 C
Representation: single small-molecule SMILES / MoleCode only.
Return one auditable generation_record JSON. It must pass RDKit, ratio, prediction, target, and chemistry gates before recommendation.
RAG refs: artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py
RAG digest: Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.
Source context: selected_candidate_space_rule_template",artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,506,2,106,7,15,17,3.7134904861450195
train,18,rule_template_efa00a3877c5,rule_template,artifacts/trail/generation/rule_template_records/generation_record_ledger.csv,195.0,5.0,194.9547346440699,0.0,0.0,0.0452653559300983,0.9909877844802218,CC(C)(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1|Nc1ccc(C(F)(F)F)c(-c2ccc(N)cc2C(F)(F)F)c1,0.80000:0.20000,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;epoxy;ether + aromatic;primary_amine,环氧-伯胺开环固化。,"{'groups_a': 'aromatic;epoxy;ether', 'groups_b': 'aromatic;primary_amine', 'in_target_range': True, 'ratio_a': 0.8, 'ratio_b': 0.1999999999999999, 'smiles_a': 'CC(C)(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1', 'smiles_b': 'Nc1ccc(C(F)(F)F)c(-c2ccc(N)cc2C(F)(F)F)c1', 'source_row_index': 15, 'source_target_distance_c': 0.0452653559300983}","Target Tg: 195.0 C
Target window: +/-5.0 C
Representation: single small-molecule SMILES / MoleCode only.
Return one auditable generation_record JSON. It must pass RDKit, ratio, prediction, target, and chemistry gates before recommendation.
RAG refs: artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py
RAG digest: Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.
Source context: selected_candidate_space_rule_template",artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,506,2,106,17,16,18,3.811906337738037
train,37,rule_template_a50847d29d9b,rule_template,artifacts/trail/generation/rule_template_records/generation_record_ledger.csv,195.0,5.0,195.0716174811068,0.0,0.0,0.0716174811068128,0.9857785970252924,O=C(O)CC(O)(CC(=O)O)C(=O)O|O=c1cc(-c2ccc(OCC3CO3)cc2)oc2cc(OCC3CO3)ccc12,0.15000:0.85000,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,carboxylic_acid;hydroxyl + aromatic;epoxy;ether,环氧-羧酸开环酯化。,"{'groups_a': 'carboxylic_acid;hydroxyl', 'groups_b': 'aromatic;epoxy;ether', 'in_target_range': True, 'ratio_a': 0.15, 'ratio_b': 0.85, 'smiles_a': 'O=C(O)CC(O)(CC(=O)O)C(=O)O', 'smiles_b': 'O=c1cc(-c2ccc(OCC3CO3)cc2)oc2cc(OCC3CO3)ccc12', 'source_row_index': 34, 'source_target_distance_c': 0.0716174811067276}","Target Tg: 195.0 C
Target window: +/-5.0 C
Representation: single small-molecule SMILES / MoleCode only.
Return one auditable generation_record JSON. It must pass RDKit, ratio, prediction, target, and chemistry gates before recommendation.
RAG refs: artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py
RAG digest: Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.
Source context: selected_candidate_space_rule_template",artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,506,2,106,36,17,19,3.986546039581299
train,101,vae_latent_local_search_d0383c472f81,vae_latent_local_search,artifacts/trail/generation/vae_latent_local_search_records/generation_record_ledger.csv,195.0,5.0,196.29337714466604,12.377238555415408,0.7614135146141052,1.2933771446660387,0.7720735751244461,COc1cc(/C=N/c2ccc(OCC3CO3)cc2)ccc1OCC1CO1|Nc1ccc(Oc2ccc(N)cc2)cc1,0.65000:0.35000,vae_latent_neighborhood_preserve_complementary_reactive_pair,环氧-伯胺开环固化。,环氧-伯胺开环固化。,"{'chemistry_ok': True, 'counterpart_compatibility_reason': '环氧-伯胺开环固化。', 'feedback_constraint': 'vae_latent_neighborhood_preserve_complementary_reactive_pair', 'formula_id': 195, 'harness_pass': True, 'original_smiles': 'Nc1ccc(-c2ccc(N)cc2)cc1', 'proposal_index': 195, 'replace_side': 'b', 'replacement_label': 'library_21', 'replacement_latent_distance': 0.0223641470074653, 'replacement_latent_rank': 1, 'replacement_smiles': 'Nc1ccc(Oc2ccc(N)cc2)cc1', 'replacement_source': 'library', 'replacement_tanimoto': 0.4705882352941176, 'source_candidate_tg_c': 195.0519676887893, 'source_row_index': 195, 'source_target_distance_c': 0.0519676887892899, 'target_ok': True}","Target Tg: 195.0 C
Target window: +/-5.0 C
Representation: single small-molecule SMILES / MoleCode only.
Return one auditable generation_record JSON. It must pass RDKit, ratio, prediction, target, and chemistry gates before recommendation.
RAG refs: trail/generation/generation_strategy_registry.yaml|reports/human_experiment_review_queue.md
RAG digest: proposal evaluation bridge; records scored replacement/local-search proposals after predictor and Harness.
Source context: vae_latent_local_search_eval",trail/generation/generation_strategy_registry.yaml|reports/human_experiment_review_queue.md,proposal evaluation bridge; records scored replacement/local-search proposals after predictor and Harness.,505,2,106,100,18,20,4.166249752044678
train,24,rule_template_d60e670ad632,rule_template,artifacts/trail/generation/rule_template_records/generation_record_ledger.csv,195.0,5.0,195.0544014720464,0.0,0.0,0.0544014720464076,0.9891786819069128,COc1cc(CC2CO2)ccc1Oc1nc(Oc2ccc(CC3CO3)cc2OC)nc(Oc2ccc(CC3CO3)cc2OC)n1|Nc1ccc(C(F)(F)F)c(-c2ccc(N)cc2C(F)(F)F)c1,0.65000:0.35000,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;epoxy;ether + aromatic;primary_amine,环氧-伯胺开环固化。,"{'groups_a': 'aromatic;epoxy;ether', 'groups_b': 'aromatic;primary_amine', 'in_target_range': True, 'ratio_a': 0.65, 'ratio_b': 0.35, 'smiles_a': 'COc1cc(CC2CO2)ccc1Oc1nc(Oc2ccc(CC3CO3)cc2OC)nc(Oc2ccc(CC3CO3)cc2OC)n1', 'smiles_b': 'Nc1ccc(C(F)(F)F)c(-c2ccc(N)cc2C(F)(F)F)c1', 'source_row_index': 21, 'source_target_distance_c': 0.0544014720463792}","Target Tg: 195.0 C
Target window: +/-5.0 C
Representation: single small-molecule SMILES / MoleCode only.
Return one auditable generation_record JSON. It must pass RDKit, ratio, prediction, target, and chemistry gates before recommendation.
RAG refs: artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py
RAG digest: Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.
Source context: selected_candidate_space_rule_template",artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,506,2,106,23,19,23,4.224781036376953
train,28,rule_template_739401826371,rule_template,artifacts/trail/generation/rule_template_records/generation_record_ledger.csv,195.0,5.0,195.05549935201284,0.0,0.0,0.0554993520128448,0.98896150585949,O=c1cc(-c2ccc(OCC3CO3)cc2)oc2cc(OCC3CO3)ccc12|O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.70000:0.30000,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;epoxy;ether + aromatic;carboxylic_acid;hydroxyl,环氧-羧酸开环酯化。,"{'groups_a': 'aromatic;epoxy;ether', 'groups_b': 'aromatic;carboxylic_acid;hydroxyl', 'in_target_range': True, 'ratio_a': 0.7, 'ratio_b': 0.3, 'smiles_a': 'O=c1cc(-c2ccc(OCC3CO3)cc2)oc2cc(OCC3CO3)ccc12', 'smiles_b': 'O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1', 'source_row_index': 25, 'source_target_distance_c': 0.0554993520128448}","Target Tg: 195.0 C
Target window: +/-5.0 C
Representation: single small-molecule SMILES / MoleCode only.
Return one auditable generation_record JSON. It must pass RDKit, ratio, prediction, target, and chemistry gates before recommendation.
RAG refs: artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py
RAG digest: Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.
Source context: selected_candidate_space_rule_template",artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,506,2,106,27,20,24,4.218395233154297
train,39,rule_template_95cb68a10888,rule_template,artifacts/trail/generation/rule_template_records/generation_record_ledger.csv,195.0,5.0,195.07349076813887,0.0,0.0,0.0734907681388676,0.985409336950166,CC(C)(C)N|COc1cc(CO)cc(-c2cc(CO)cc(OC)c2OCC2CO2)c1OCC1CO1,0.60000:0.40000,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,primary_amine + aromatic;epoxy;ether;hydroxyl,环氧-伯胺开环固化。,"{'groups_a': 'primary_amine', 'groups_b': 'aromatic;epoxy;ether;hydroxyl', 'in_target_range': True, 'ratio_a': 0.6, 'ratio_b': 0.4, 'smiles_a': 'CC(C)(C)N', 'smiles_b': 'COc1cc(CO)cc(-c2cc(CO)cc(OC)c2OCC2CO2)c1OCC1CO1', 'source_row_index': 36, 'source_target_distance_c': 0.0734907681389529}","Target Tg: 195.0 C
Target window: +/-5.0 C
Representation: single small-molecule SMILES / MoleCode only.
Return one auditable generation_record JSON. It must pass RDKit, ratio, prediction, target, and chemistry gates before recommendation.
RAG refs: artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py
RAG digest: Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.
Source context: selected_candidate_space_rule_template",artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,506,2,106,38,21,25,4.24495267868042
train,44,rule_template_ce3dfe2c1da4,rule_template,artifacts/trail/generation/rule_template_records/generation_record_ledger.csv,195.0,5.0,195.0837176983296,0.0,0.0,0.0837176983295933,0.9833958543271006,CC(C)(c1ccc(OCCOCCOCCOCC2CO2)cc1)c1ccc(OCCOCCOCCOCC2CO2)cc1|Nc1ccc(-c2ccc(N)c(C(F)(F)F)c2)c(C(F)(F)F)c1,0.45000:0.55000,Rule-template compatible functional-group enumeration can seed validated target-window formulations.,aromatic;epoxy;ether + aromatic;primary_amine,环氧-伯胺开环固化。,"{'groups_a': 'aromatic;epoxy;ether', 'groups_b': 'aromatic;primary_amine', 'in_target_range': True, 'ratio_a': 0.45, 'ratio_b': 0.55, 'smiles_a': 'CC(C)(c1ccc(OCCOCCOCCOCC2CO2)cc1)c1ccc(OCCOCCOCCOCC2CO2)cc1', 'smiles_b': 'Nc1ccc(-c2ccc(N)c(C(F)(F)F)c2)c(C(F)(F)F)c1', 'source_row_index': 41, 'source_target_distance_c': 0.0837176983295364}","Target Tg: 195.0 C
Target window: +/-5.0 C
Representation: single small-molecule SMILES / MoleCode only.
Return one auditable generation_record JSON. It must pass RDKit, ratio, prediction, target, and chemistry gates before recommendation.
RAG refs: artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py
RAG digest: Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.
Source context: selected_candidate_space_rule_template",artifacts/reproduce/discovery/selected_candidates.csv|trail/harness/constraints.py,Rule-template candidate-space enumeration with functional-group compatibility and target-window filtering.,506,2,106,43,22,26,4.273995399475098
